age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,length_of_stay,Class
52,F,Caucasian,Greater than 45,Medium,Male,6,-1,5,156560,2
28,F,Caucasian,25 - 45,Low,Male,1,0,4,346291,2
55,F,Non-Caucasian,Greater than 45,Low,Male,5,-1,3,10280776,2
26,F,Non-Caucasian,25 - 45,High,Male,10,-1,9,62439,2
28,F,Non-Caucasian,25 - 45,High,Male,5,-1,10,100921,1
63,F,Caucasian,Greater than 45,Low,Male,2,-3,1,265646,1
42,F,Non-Caucasian,25 - 45,Low,Male,0,0,1,92456,1
23,F,Non-Caucasian,Less than 25,Medium,Male,6,-1,6,75163,1
54,F,Non-Caucasian,Greater than 45,High,Male,28,-1,9,498270,2
35,F,Non-Caucasian,25 - 45,Medium,Male,8,-1,7,882667,2
24,F,Non-Caucasian,Less than 25,High,Female,6,-1,9,2253133,2
54,M,Non-Caucasian,Greater than 45,Low,Male,2,-26,1,70944,1
58,M,Non-Caucasian,Greater than 45,Medium,Male,12,-1,6,345327,2
23,M,Caucasian,Less than 25,Medium,Male,1,0,5,23140,2
35,M,Non-Caucasian,25 - 45,Low,Male,1,-1,2,85232,1
20,F,Non-Caucasian,Less than 25,High,Male,1,0,10,176586,2
51,F,Caucasian,Greater than 45,Low,Male,0,0,1,3046605,1
24,F,Non-Caucasian,Less than 25,High,Male,0,0,10,89588,1
37,F,Caucasian,25 - 45,Low,Male,3,-14,2,598175,1
47,F,Caucasian,Greater than 45,Low,Male,3,-1,1,80039,1
34,F,Caucasian,25 - 45,Medium,Male,4,-1,6,89085,2
56,F,Caucasian,Greater than 45,Low,Male,0,-2,1,75964,1
34,F,Non-Caucasian,25 - 45,Low,Male,4,-1,1,2745622,2
59,F,Caucasian,Greater than 45,Low,Male,1,-2,1,28829,2
35,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,6,8732321,1
58,F,Non-Caucasian,Greater than 45,Low,Male,1,-11,1,871533,1
29,M,Non-Caucasian,25 - 45,Low,Male,2,-26,4,79601,1
24,F,Caucasian,Less than 25,High,Female,6,0,9,291211,2
21,M,Caucasian,Less than 25,High,Male,2,-1,9,742576,2
50,F,Non-Caucasian,Greater than 45,Medium,Male,5,0,7,973539,2
26,F,Non-Caucasian,25 - 45,Low,Male,1,-1,2,105169,1
30,M,Caucasian,25 - 45,Low,Female,0,-1,2,87700,1
29,M,Caucasian,25 - 45,Low,Male,0,0,4,86682,2
54,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,98191,1
29,F,Non-Caucasian,25 - 45,Low,Male,4,-1,4,710322,2
59,M,Caucasian,Greater than 45,Low,Female,0,-2,1,82550,1
38,F,Non-Caucasian,25 - 45,Medium,Male,0,0,5,109693,1
27,M,Caucasian,25 - 45,Low,Male,1,-1,3,96760,2
26,F,Non-Caucasian,25 - 45,Medium,Male,7,-1,5,93080,2
52,F,Non-Caucasian,Greater than 45,Low,Male,20,-1,3,2411075,1
66,F,Non-Caucasian,Greater than 45,Medium,Male,33,0,6,1177623,2
27,F,Caucasian,25 - 45,Medium,Male,2,0,5,24464,1
51,M,Caucasian,Greater than 45,Low,Male,1,-1,1,92951,1
35,F,Caucasian,25 - 45,Low,Male,1,0,2,6394958,1
52,M,Caucasian,Greater than 45,Low,Male,4,-1,3,82780,1
48,F,Non-Caucasian,Greater than 45,Medium,Male,12,0,5,103295,1
26,M,Non-Caucasian,25 - 45,Low,Female,0,-1,2,108513,1
48,M,Caucasian,Greater than 45,Low,Female,0,0,1,81494,1
30,M,Non-Caucasian,25 - 45,Low,Male,7,-1,4,3261902,1
28,M,Non-Caucasian,25 - 45,Low,Male,2,-1,1,168273,1
33,M,Non-Caucasian,25 - 45,Low,Male,2,0,3,35108,1
34,F,Non-Caucasian,25 - 45,Low,Female,6,-1,4,4498427,1
25,M,Non-Caucasian,25 - 45,Low,Male,0,0,1,-5426,1
59,F,Non-Caucasian,Greater than 45,Medium,Male,10,-1,7,10983703,2
29,F,Non-Caucasian,25 - 45,Medium,Male,5,-1,5,189360,2
24,F,Caucasian,Less than 25,Low,Male,0,0,2,105868,1
48,F,Caucasian,Greater than 45,Medium,Male,1,-1,7,11146965,2
52,M,Non-Caucasian,Greater than 45,Medium,Male,4,0,5,89852,1
20,F,Non-Caucasian,Less than 25,Low,Male,0,0,4,27360,2
25,F,Caucasian,25 - 45,Low,Male,4,-5,4,464260,2
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,1298996,1
23,M,Caucasian,Less than 25,High,Male,0,-1,9,105822,1
27,F,Caucasian,25 - 45,Low,Male,6,-1,4,110420,1
25,M,Non-Caucasian,25 - 45,Low,Male,1,-1,3,71669,2
31,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,374,1
25,F,Non-Caucasian,25 - 45,Low,Male,6,-1,4,373540,2
32,F,Caucasian,25 - 45,Low,Male,1,-7,1,57005,2
21,F,Caucasian,Less than 25,Low,Male,0,-1,3,-35865,2
37,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,436001,1
25,F,Caucasian,25 - 45,Low,Male,0,0,3,344,1
32,F,Non-Caucasian,25 - 45,High,Male,20,0,10,79203,1
35,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,7,176546,1
42,F,Non-Caucasian,25 - 45,Medium,Male,14,-1,7,149413,2
24,M,Caucasian,Less than 25,High,Male,9,-23,10,871768,2
21,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,6,85773,2
47,M,Caucasian,Greater than 45,Low,Male,1,0,1,19525,1
27,F,Non-Caucasian,25 - 45,High,Male,5,-1,9,106653,2
43,M,Non-Caucasian,25 - 45,Low,Male,2,-12,1,363522,2
46,F,Caucasian,Greater than 45,Medium,Male,2,-1,6,82099,2
44,M,Non-Caucasian,25 - 45,Low,Male,1,0,3,7054,1
23,F,Caucasian,Less than 25,Low,Male,2,-1,2,77822,1
42,F,Non-Caucasian,25 - 45,Medium,Male,8,-1,5,153774,1
58,F,Non-Caucasian,Greater than 45,Medium,Male,6,-1,6,12448300,1
26,F,Non-Caucasian,25 - 45,Medium,Male,3,-1,6,157847,1
48,F,Non-Caucasian,Greater than 45,Low,Female,0,-1,1,1474599,1
39,F,Non-Caucasian,25 - 45,Low,Male,3,-1,3,260129,2
21,F,Non-Caucasian,Less than 25,Medium,Male,3,0,5,-19970,2
63,M,Caucasian,Greater than 45,Low,Male,1,-9,1,496363,1
22,F,Non-Caucasian,Less than 25,Medium,Male,3,-11,7,684409,2
50,M,Non-Caucasian,Greater than 45,Low,Male,3,-1,3,78564,1
38,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,860746,1
41,F,Caucasian,25 - 45,Medium,Male,1,-6,6,543884,1
28,F,Non-Caucasian,25 - 45,High,Male,16,-1,8,100307,2
30,M,Non-Caucasian,25 - 45,Low,Female,0,0,3,107414,1
23,F,Non-Caucasian,Less than 25,Medium,Male,1,0,5,20445,1
25,F,Caucasian,25 - 45,Low,Male,2,-13,4,1054433,2
40,F,Caucasian,25 - 45,Low,Male,5,0,4,14602,1
24,F,Non-Caucasian,Less than 25,High,Male,8,0,8,-2667,1
27,M,Non-Caucasian,25 - 45,Low,Male,5,0,4,5540906,2
44,M,Caucasian,25 - 45,Low,Male,11,0,3,15576526,1
35,F,Non-Caucasian,25 - 45,Low,Female,6,-1,2,108340,2
42,M,Caucasian,25 - 45,Low,Male,0,0,1,19329,1
38,F,Non-Caucasian,25 - 45,Medium,Male,15,0,7,19937,1
26,F,Non-Caucasian,25 - 45,Medium,Male,4,0,6,-8144,1
25,M,Non-Caucasian,25 - 45,Low,Female,0,-1,3,84465,1
64,F,Non-Caucasian,Greater than 45,Low,Male,1,-8,1,654352,1
49,M,Caucasian,Greater than 45,Low,Female,2,0,1,17101,2
50,F,Caucasian,Greater than 45,Low,Male,5,-1,1,92879,2
66,M,Caucasian,Greater than 45,Low,Male,0,0,1,85870,2
46,M,Caucasian,Greater than 45,Low,Female,0,-1,1,86826,1
30,F,Non-Caucasian,25 - 45,Medium,Male,5,-1,6,94191,2
22,M,Caucasian,Less than 25,Low,Female,0,0,3,-12894,1
23,M,Caucasian,Less than 25,Low,Male,1,-1,4,861333,1
30,M,Non-Caucasian,25 - 45,Medium,Male,0,-1,6,87875,2
31,M,Non-Caucasian,25 - 45,Low,Male,0,-1,1,48307,1
31,F,Non-Caucasian,25 - 45,Low,Male,1,-1,2,73742,1
25,M,Non-Caucasian,25 - 45,Low,Male,0,-1,3,61232,1
21,F,Caucasian,Less than 25,Medium,Female,0,-1,7,187184,1
27,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,116197,1
20,M,Non-Caucasian,Less than 25,Low,Male,0,-1,2,90073,2
32,F,Non-Caucasian,25 - 45,Low,Male,1,-27,1,1290,1
24,F,Caucasian,Less than 25,Medium,Female,0,0,5,74321,1
20,F,Non-Caucasian,Less than 25,Low,Male,1,-1,3,78793,1
31,M,Non-Caucasian,25 - 45,High,Male,3,-20,8,1719858,2
27,M,Non-Caucasian,25 - 45,Medium,Male,3,-1,7,522791,2
40,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,96570,1
22,F,Non-Caucasian,Less than 25,High,Male,11,0,10,316,2
38,F,Non-Caucasian,25 - 45,Low,Female,1,-1,1,78816,1
36,M,Non-Caucasian,25 - 45,High,Male,1,-8,10,3443284,2
30,M,Non-Caucasian,25 - 45,Medium,Male,1,0,7,79583,1
27,F,Caucasian,25 - 45,Medium,Male,6,-1,6,2968932,2
59,M,Caucasian,Greater than 45,Low,Female,0,0,1,18729,1
37,M,Caucasian,25 - 45,Low,Male,2,-2,1,87645,1
28,M,Non-Caucasian,25 - 45,Medium,Male,5,0,7,94061,2
38,F,Caucasian,25 - 45,Low,Male,0,0,1,33733,1
22,F,Non-Caucasian,Less than 25,High,Male,0,-1,8,73921,2
25,F,Non-Caucasian,25 - 45,Medium,Male,4,-1,5,2764387,2
51,M,Caucasian,Greater than 45,Low,Male,0,0,1,963,1
29,M,Caucasian,25 - 45,Low,Male,2,29,2,2186457,2
28,F,Non-Caucasian,25 - 45,Low,Male,10,0,3,11001,1
55,M,Non-Caucasian,Greater than 45,Low,Male,9,0,3,327402,2
23,F,Caucasian,Less than 25,High,Female,3,-1,10,494851,1
22,M,Non-Caucasian,Less than 25,Medium,Female,0,-1,5,667370,1
19,F,Caucasian,Less than 25,High,Female,2,-2,10,1924556,2
31,M,Non-Caucasian,25 - 45,Low,Male,1,-27,1,-16142,1
29,M,Non-Caucasian,25 - 45,Low,Male,0,0,1,85835,1
61,F,Non-Caucasian,Greater than 45,Medium,Male,15,-1,6,101742,2
31,M,Non-Caucasian,25 - 45,Low,Male,0,0,2,11036,1
20,F,Non-Caucasian,Less than 25,High,Male,4,-1,9,183437,2
26,F,Caucasian,25 - 45,Medium,Male,3,-1,7,93221,2
27,M,Caucasian,25 - 45,High,Male,5,0,9,103009,1
25,F,Caucasian,25 - 45,Medium,Male,1,-1,5,102375,1
23,F,Caucasian,Less than 25,Medium,Male,3,-1,5,783922,2
38,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,172537,1
27,F,Non-Caucasian,25 - 45,High,Male,18,0,9,20680,2
35,F,Caucasian,25 - 45,Low,Female,0,0,3,-10930,2
22,F,Non-Caucasian,Less than 25,High,Male,0,-1,9,1386569,1
58,F,Non-Caucasian,Greater than 45,Low,Female,4,-14,2,86886,2
57,M,Caucasian,Greater than 45,Low,Female,0,-1,4,163013,2
21,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,60537,1
22,F,Non-Caucasian,Less than 25,High,Female,0,-1,8,94212,1
30,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,244853,1
30,F,Non-Caucasian,25 - 45,High,Male,8,-1,8,166378,2
31,F,Non-Caucasian,25 - 45,Medium,Female,10,-1,6,78057,1
45,F,Caucasian,Greater than 45,Medium,Female,1,0,6,110398,1
39,F,Caucasian,25 - 45,Low,Male,2,-13,2,429086,2
31,F,Non-Caucasian,25 - 45,High,Male,0,-1,8,141137,2
22,F,Non-Caucasian,Less than 25,Low,Male,1,-1,4,106107,2
27,F,Non-Caucasian,25 - 45,Medium,Male,13,-1,7,179103,2
38,F,Caucasian,25 - 45,Low,Male,1,-1,1,68017,2
31,F,Non-Caucasian,25 - 45,High,Male,23,0,10,4764119,2
47,F,Non-Caucasian,Greater than 45,High,Male,20,-1,9,144534,1
22,F,Non-Caucasian,Less than 25,Medium,Male,3,-1,7,58806,1
35,M,Non-Caucasian,25 - 45,High,Male,1,-1,9,6888218,2
23,M,Non-Caucasian,Less than 25,Medium,Male,2,-19,6,1666000,2
65,M,Non-Caucasian,Greater than 45,Low,Male,2,-18,2,445638,2
35,M,Non-Caucasian,25 - 45,Low,Male,0,-1,4,100663,1
33,F,Non-Caucasian,25 - 45,Low,Female,0,-1,3,94747,1
53,M,Caucasian,Greater than 45,Low,Male,1,-10,1,94996,1
52,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,139673,1
21,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,77617,1
37,F,Non-Caucasian,25 - 45,Low,Male,11,-1,4,161094,1
30,M,Non-Caucasian,25 - 45,High,Male,4,-1,9,76789,2
54,F,Non-Caucasian,Greater than 45,Low,Male,0,0,1,-15553,1
31,M,Non-Caucasian,25 - 45,Low,Female,0,0,1,-483,1
59,F,Caucasian,Greater than 45,Low,Female,2,26,3,2509038,1
27,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,95169,1
36,M,Non-Caucasian,25 - 45,Medium,Male,0,-1,7,72651,2
46,F,Non-Caucasian,Greater than 45,High,Male,17,-1,9,533821,2
22,F,Non-Caucasian,Less than 25,High,Male,3,0,9,27916627,1
28,M,Caucasian,25 - 45,Low,Female,0,-1,2,81793,1
34,F,Caucasian,25 - 45,High,Female,15,-4,9,284359,2
29,F,Non-Caucasian,25 - 45,High,Male,7,-2,9,57478,2
23,M,Non-Caucasian,Less than 25,High,Male,2,0,10,6924832,2
27,F,Non-Caucasian,25 - 45,Low,Male,3,-1,4,74486,1
21,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,6,75036,2
48,F,Caucasian,Greater than 45,Low,Male,3,-3,1,73023,2
31,F,Non-Caucasian,25 - 45,Medium,Male,5,-1,7,596227,1
36,M,Non-Caucasian,25 - 45,Medium,Male,4,-1,5,183648,1
44,F,Non-Caucasian,25 - 45,High,Male,14,-1,8,171719,2
53,F,Caucasian,Greater than 45,Low,Male,2,-2,1,85792,1
33,M,Non-Caucasian,25 - 45,Low,Male,3,-1,2,169172,2
47,F,Caucasian,Greater than 45,Medium,Male,2,0,5,175993,2
57,F,Non-Caucasian,Greater than 45,Medium,Male,20,0,7,2870463,2
28,M,Non-Caucasian,25 - 45,Low,Male,2,-1,4,522918,1
24,M,Non-Caucasian,Less than 25,Medium,Male,1,-1,6,103473,1
44,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,89231,1
46,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,89327,1
37,F,Non-Caucasian,25 - 45,Low,Male,6,0,3,99493,1
26,M,Non-Caucasian,25 - 45,Medium,Male,10,-6,6,517699,2
27,F,Non-Caucasian,25 - 45,High,Male,10,0,8,19273,2
40,F,Caucasian,25 - 45,Low,Male,1,-1,2,170647,1
60,F,Caucasian,Greater than 45,Low,Female,9,0,3,33240200,2
53,F,Caucasian,Greater than 45,Low,Male,1,-6,1,543541,1
28,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,87201,1
23,M,Non-Caucasian,Less than 25,Low,Male,0,0,4,14567,1
46,F,Caucasian,Greater than 45,High,Female,2,-1,8,1719924,1
23,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,92714,2
50,F,Non-Caucasian,Greater than 45,High,Male,18,-1,8,21508515,2
45,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,158776,1
22,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,5,72289,1
26,F,Caucasian,25 - 45,Low,Male,1,0,2,1406594,2
62,F,Caucasian,Greater than 45,Low,Male,0,-1,1,258691,1
34,M,Caucasian,25 - 45,Low,Male,0,0,1,-7524,2
24,F,Non-Caucasian,Less than 25,High,Male,1,-6,10,520377,1
21,M,Caucasian,Less than 25,Low,Male,0,-1,2,96664,1
25,F,Caucasian,25 - 45,Low,Male,0,-1,2,86341,2
68,M,Caucasian,Greater than 45,Low,Male,0,-1,1,275184,1
21,F,Caucasian,Less than 25,Low,Male,1,-1,3,86372,1
37,F,Non-Caucasian,25 - 45,Low,Female,1,-1,3,158231,1
22,F,Non-Caucasian,Less than 25,High,Male,0,0,8,26146,1
42,F,Caucasian,25 - 45,Low,Male,1,-1,1,70743,1
22,F,Caucasian,Less than 25,Low,Male,1,-1,4,100172,2
45,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,4,245390,2
36,F,Non-Caucasian,25 - 45,High,Female,4,-1,10,73697,2
48,F,Non-Caucasian,Greater than 45,Medium,Male,2,0,6,107467,1
23,F,Non-Caucasian,Less than 25,High,Male,6,-1,9,709050,2
24,F,Non-Caucasian,Less than 25,High,Male,0,0,8,112246,1
29,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,105176,1
24,F,Non-Caucasian,Less than 25,Low,Male,0,-3,3,48975,1
50,F,Non-Caucasian,Greater than 45,High,Male,11,0,9,183904,1
34,F,Non-Caucasian,25 - 45,Medium,Male,10,0,7,194657,2
23,F,Non-Caucasian,Less than 25,Low,Male,0,0,2,13029,1
22,M,Caucasian,Less than 25,Medium,Female,0,-1,5,175446,1
36,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,613043,1
30,F,Caucasian,25 - 45,Medium,Male,22,-1,5,267272,2
21,F,Non-Caucasian,Less than 25,High,Male,0,-1,10,87301,2
53,F,Caucasian,Greater than 45,Low,Female,0,0,1,100357,1
25,M,Non-Caucasian,25 - 45,Medium,Male,7,-1,5,73934,2
25,M,Non-Caucasian,25 - 45,High,Female,1,0,9,19421,1
71,F,Non-Caucasian,Greater than 45,Low,Male,8,-1,1,2152326,1
39,M,Non-Caucasian,25 - 45,High,Male,10,-1,9,3523732,1
37,F,Non-Caucasian,25 - 45,Medium,Female,0,0,5,3210583,1
20,F,Non-Caucasian,Less than 25,Medium,Male,0,0,5,677287,2
29,F,Non-Caucasian,25 - 45,Medium,Female,3,-1,5,81787,1
22,F,Non-Caucasian,Less than 25,Medium,Male,2,-1,5,118499,2
26,F,Non-Caucasian,25 - 45,Medium,Male,4,-1,7,7208154,2
47,F,Non-Caucasian,Greater than 45,High,Female,19,-1,10,2666832,2
21,F,Non-Caucasian,Less than 25,Low,Male,1,-1,4,68780,2
23,M,Non-Caucasian,Less than 25,High,Female,0,-1,10,109525,1
20,F,Caucasian,Less than 25,High,Female,1,-1,8,1484158,2
23,F,Non-Caucasian,Less than 25,Low,Female,0,-1,2,89325,1
27,M,Non-Caucasian,25 - 45,Medium,Male,3,0,7,81220,1
53,F,Non-Caucasian,Greater than 45,Low,Female,0,0,1,22592,1
23,F,Non-Caucasian,Less than 25,Medium,Female,0,-1,7,72126,1
26,F,Non-Caucasian,25 - 45,Medium,Male,5,-1,7,1912611,2
25,F,Non-Caucasian,25 - 45,Medium,Male,6,-1,6,518432,1
23,M,Non-Caucasian,Less than 25,Low,Male,2,-1,4,90183,1
27,F,Non-Caucasian,25 - 45,High,Male,4,0,9,12449,2
29,M,Non-Caucasian,25 - 45,Low,Male,1,-1,4,287620,1
27,F,Non-Caucasian,25 - 45,Low,Male,1,-1,2,76052,2
28,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,94907,1
31,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,83017,1
41,F,Non-Caucasian,25 - 45,Medium,Male,8,-29,6,74136,2
25,M,Caucasian,25 - 45,Low,Male,0,-2,2,27020,1
47,M,Caucasian,Greater than 45,Low,Male,0,-1,1,-15092,1
37,F,Non-Caucasian,25 - 45,Low,Male,4,-1,2,89680,1
35,F,Non-Caucasian,25 - 45,Medium,Female,4,-1,5,174586,1
24,M,Caucasian,Less than 25,Low,Male,1,0,4,93917,2
21,F,Caucasian,Less than 25,High,Male,2,-1,9,511387,2
22,F,Caucasian,Less than 25,Low,Male,0,0,4,243211,2
57,F,Non-Caucasian,Greater than 45,Medium,Male,11,-1,6,12114778,1
48,F,Caucasian,Greater than 45,Medium,Male,0,-1,7,951986,1
36,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,443360,1
37,F,Non-Caucasian,25 - 45,Medium,Female,3,-1,7,2430925,1
31,M,Caucasian,25 - 45,Low,Male,0,0,1,448129,1
22,F,Non-Caucasian,Less than 25,High,Male,1,-1,9,358782,2
31,M,Caucasian,25 - 45,Low,Male,2,0,3,19549,1
24,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,57585,2
32,F,Non-Caucasian,25 - 45,High,Male,22,0,9,22429,2
23,M,Non-Caucasian,Less than 25,Low,Female,0,-1,4,87999,1
63,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,69860,1
30,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,112212,1
20,F,Caucasian,Less than 25,Low,Male,0,-1,4,93311,1
24,M,Non-Caucasian,Less than 25,Medium,Female,1,0,5,20090,2
36,M,Non-Caucasian,25 - 45,Low,Female,1,-1,2,85428,1
83,M,Non-Caucasian,Greater than 45,Low,Male,0,0,1,82581,1
28,F,Caucasian,25 - 45,Medium,Male,2,0,6,25773,1
36,F,Non-Caucasian,25 - 45,Low,Male,3,-1,2,86952,2
33,M,Non-Caucasian,25 - 45,Low,Female,0,-1,2,148011,1
39,F,Non-Caucasian,25 - 45,Low,Male,0,0,3,8115,1
29,M,Non-Caucasian,25 - 45,Medium,Male,3,0,7,12980,1
30,F,Non-Caucasian,25 - 45,High,Male,17,-4,10,350176,2
24,F,Non-Caucasian,Less than 25,Low,Male,1,-1,1,61390,2
35,F,Non-Caucasian,25 - 45,Medium,Male,7,-1,6,100075,1
24,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,84771,1
26,F,Caucasian,25 - 45,Low,Male,8,-1,4,179285,1
28,F,Non-Caucasian,25 - 45,Medium,Male,14,-1,7,78884,2
32,M,Non-Caucasian,25 - 45,Medium,Male,0,-1,5,52372,1
32,M,Caucasian,25 - 45,Low,Female,1,-1,3,73467,2
33,M,Non-Caucasian,25 - 45,High,Male,5,0,8,503515,2
29,F,Non-Caucasian,25 - 45,High,Male,16,-1,10,1469809,1
34,M,Caucasian,25 - 45,Low,Male,1,-1,3,79835,2
37,M,Non-Caucasian,25 - 45,Low,Female,0,-1,1,76480,2
43,M,Caucasian,25 - 45,Low,Male,0,0,1,18847,1
47,F,Caucasian,Greater than 45,Low,Male,2,-3,4,29424,1
25,M,Non-Caucasian,25 - 45,Medium,Male,3,0,6,176874,2
23,F,Non-Caucasian,Less than 25,Low,Female,1,-1,3,170756,1
39,M,Caucasian,25 - 45,Low,Male,2,-1,2,53112,1
35,F,Non-Caucasian,25 - 45,High,Male,13,-1,8,436278,2
33,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,108462,1
21,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,100285,2
43,F,Non-Caucasian,25 - 45,High,Male,20,0,8,93089,1
25,F,Non-Caucasian,25 - 45,High,Male,3,-1,8,86048,2
48,F,Non-Caucasian,Greater than 45,High,Male,25,-1,10,548723,2
22,M,Non-Caucasian,Less than 25,Medium,Male,1,28,7,101393,2
52,M,Non-Caucasian,Greater than 45,High,Male,9,-1,8,3363138,2
26,F,Caucasian,25 - 45,Low,Male,5,-1,4,3042248,2
67,M,Non-Caucasian,Greater than 45,Medium,Male,4,-1,7,2406815,2
34,M,Non-Caucasian,25 - 45,Low,Male,4,-1,2,87179,1
56,M,Caucasian,Greater than 45,Low,Male,4,-1,1,22083,1
28,F,Non-Caucasian,25 - 45,Low,Male,1,-1,4,450347,2
29,M,Non-Caucasian,25 - 45,Low,Male,2,-1,4,62218,1
37,F,Non-Caucasian,25 - 45,Medium,Male,6,-1,5,1744685,2
43,F,Non-Caucasian,25 - 45,Low,Male,3,-1,2,88893,1
51,F,Caucasian,Greater than 45,Low,Male,0,-1,1,107116,1
20,M,Non-Caucasian,Less than 25,Medium,Male,1,-2,7,72229,2
26,M,Caucasian,25 - 45,Medium,Male,4,0,7,25324031,2
39,M,Caucasian,25 - 45,Low,Female,1,-1,2,865224,2
21,F,Non-Caucasian,Less than 25,High,Male,1,-1,8,183935,1
21,F,Non-Caucasian,Less than 25,High,Male,1,-1,9,239153,2
24,F,Caucasian,Less than 25,Low,Male,3,-1,4,96527,2
26,M,Non-Caucasian,25 - 45,High,Male,4,-1,8,89010,2
48,F,Caucasian,Greater than 45,Low,Male,1,0,2,72942,1
24,F,Non-Caucasian,Less than 25,Medium,Male,5,-1,5,159578,2
26,F,Caucasian,25 - 45,Low,Male,0,0,4,-1057,1
46,F,Caucasian,Greater than 45,Low,Male,0,-1,1,87926,1
24,M,Non-Caucasian,Less than 25,High,Male,7,-1,9,92186,1
21,M,Caucasian,Less than 25,Medium,Female,0,-1,5,72787,1
24,F,Non-Caucasian,Less than 25,Low,Male,1,-1,3,126809,2
36,M,Non-Caucasian,25 - 45,High,Male,9,0,8,162391,1
30,F,Non-Caucasian,25 - 45,Low,Male,5,-1,4,90192,2
22,F,Caucasian,Less than 25,Medium,Female,1,-23,6,169600,1
25,F,Non-Caucasian,25 - 45,High,Male,0,-1,9,863526,2
31,M,Non-Caucasian,25 - 45,High,Male,25,-1,8,10184911,2
24,F,Non-Caucasian,Less than 25,Low,Male,0,-1,4,185288,1
39,F,Non-Caucasian,25 - 45,High,Male,13,-1,8,169274,2
46,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,442248,1
30,F,Non-Caucasian,25 - 45,Low,Female,4,-5,3,57831,1
40,F,Caucasian,25 - 45,Low,Male,0,0,2,1924738,1
52,F,Non-Caucasian,Greater than 45,Low,Female,0,-1,1,209090,1
23,F,Non-Caucasian,Less than 25,High,Male,3,-1,9,2905756,1
26,M,Non-Caucasian,25 - 45,Low,Female,1,-1,2,100016,1
22,F,Caucasian,Less than 25,High,Male,1,-1,8,1724173,2
42,F,Caucasian,25 - 45,Low,Male,3,0,4,77493,1
23,F,Non-Caucasian,Less than 25,High,Male,6,-1,10,11747648,2
33,F,Non-Caucasian,25 - 45,Low,Male,4,-1,3,157928,2
28,F,Non-Caucasian,25 - 45,Low,Male,1,-1,3,185306,1
50,F,Caucasian,Greater than 45,Low,Male,1,-1,1,94574,1
32,F,Non-Caucasian,25 - 45,Medium,Male,1,-1,7,106773,1
24,F,Non-Caucasian,Less than 25,Medium,Male,3,-1,6,8463515,2
51,F,Non-Caucasian,Greater than 45,Low,Male,3,-1,2,104612,1
19,M,Caucasian,Less than 25,Low,Male,1,-1,4,55367,2
32,F,Non-Caucasian,25 - 45,Medium,Male,4,0,5,9333211,1
31,F,Caucasian,25 - 45,Low,Female,1,-22,3,22504,2
29,F,Non-Caucasian,25 - 45,Medium,Female,1,7,5,15518249,1
43,M,Non-Caucasian,25 - 45,Low,Male,0,-1,1,81173,1
26,F,Non-Caucasian,25 - 45,Medium,Male,9,-1,7,967450,2
27,F,Caucasian,25 - 45,High,Male,0,-1,10,2400438,2
52,F,Caucasian,Greater than 45,Low,Male,1,-1,1,259677,2
27,M,Non-Caucasian,25 - 45,Low,Male,1,-1,1,65062,1
57,M,Non-Caucasian,Greater than 45,Low,Female,1,-1,2,51786,1
28,M,Non-Caucasian,25 - 45,Medium,Male,3,-1,6,157763,2
32,F,Non-Caucasian,25 - 45,Low,Male,3,-1,1,240441,2
