age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,Class
33,Private,110978,Somecollege,10,Divorced,Craftrepair,Otherrelative,Other,Female,0,0,40,UnitedStates,<=50K
28,Private,76714,Profschool,15,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,55,UnitedStates,>50K
59,Stategov,268700,HSgrad,9,Marriedcivspouse,Otherservice,Husband,White,Male,0,0,40,UnitedStates,<=50K
40,Stategov,170525,Somecollege,10,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,38,UnitedStates,<=50K
41,Private,180138,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,Iran,>50K
38,Localgov,115076,Masters,14,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,70,UnitedStates,>50K
23,Private,115458,HSgrad,9,Nevermarried,Transportmoving,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
40,Private,347890,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,>50K
41,Selfempnotinc,196001,HSgrad,9,Marriedcivspouse,Otherservice,Wife,White,Female,0,0,20,UnitedStates,<=50K
24,Stategov,273905,Assocacdm,12,Marriedcivspouse,Protectiveserv,Husband,White,Male,0,0,50,UnitedStates,<=50K
20,,119156,Somecollege,10,Nevermarried,,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
38,Private,179488,Somecollege,10,Divorced,Craftrepair,Notinfamily,White,Male,0,1741,40,UnitedStates,<=50K
56,Private,203580,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,35,,<=50K
58,Private,236596,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,45,UnitedStates,>50K
32,Private,183916,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,34,UnitedStates,<=50K
40,Private,207578,Assocacdm,12,Marriedcivspouse,Techsupport,Husband,White,Male,0,1977,60,UnitedStates,>50K
45,Private,153141,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,40,,<=50K
41,Private,112763,Profschool,15,Marriedcivspouse,Profspecialty,Wife,White,Female,0,0,40,UnitedStates,>50K
42,Private,390781,Bachelors,13,Marriedcivspouse,Admclerical,Wife,Black,Female,0,0,40,UnitedStates,<=50K
59,Localgov,171328,10th,6,Widowed,Otherservice,Unmarried,Black,Female,0,0,30,UnitedStates,<=50K
19,Localgov,27382,Somecollege,10,Nevermarried,Admclerical,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
58,Private,259014,Somecollege,10,Nevermarried,Transportmoving,Notinfamily,White,Male,0,0,20,UnitedStates,<=50K
42,Selfempnotinc,303044,HSgrad,9,Marriedcivspouse,Farmingfishing,Husband,AsianPacIslander,Male,0,0,40,Cambodia,>50K
20,Private,117789,HSgrad,9,Nevermarried,Otherservice,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
32,Private,172579,HSgrad,9,Separated,Otherservice,Notinfamily,White,Female,0,0,30,UnitedStates,<=50K
45,Private,187666,Assocvoc,11,Widowed,Execmanagerial,Notinfamily,White,Female,0,0,45,UnitedStates,<=50K
50,Private,204518,7th8th,4,Divorced,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
36,Private,150042,Bachelors,13,Divorced,Profspecialty,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
45,Private,98092,HSgrad,9,Marriedcivspouse,Sales,Husband,White,Male,0,0,60,UnitedStates,<=50K
17,Private,245918,11th,7,Nevermarried,Otherservice,Ownchild,White,Male,0,0,12,UnitedStates,<=50K
59,Private,146013,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,4064,0,40,UnitedStates,<=50K
26,Private,378322,11th,7,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
37,Selfempinc,257295,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,AsianPacIslander,Male,0,0,75,Thailand,>50K
19,,218956,Somecollege,10,Nevermarried,,Ownchild,White,Male,0,0,24,Canada,<=50K
64,Private,21174,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
33,Private,185480,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,45,UnitedStates,<=50K
33,Private,222205,HSgrad,9,Marriedcivspouse,Craftrepair,Wife,White,Female,0,0,40,UnitedStates,>50K
61,Private,69867,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
17,Private,191260,9th,5,Nevermarried,Otherservice,Ownchild,White,Male,1055,0,24,UnitedStates,<=50K
50,Selfempnotinc,30653,Masters,14,Marriedcivspouse,Farmingfishing,Husband,White,Male,2407,0,98,UnitedStates,<=50K
27,Localgov,209109,Masters,14,Nevermarried,Profspecialty,Ownchild,White,Male,0,0,35,UnitedStates,<=50K
30,Private,70377,HSgrad,9,Divorced,Profspecialty,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
43,Private,477983,HSgrad,9,Marriedcivspouse,Handlerscleaners,Husband,Black,Male,0,0,40,UnitedStates,<=50K
44,Private,170924,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,7298,0,40,UnitedStates,>50K
35,Private,190174,Somecollege,10,Nevermarried,Execmanagerial,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
25,Private,193787,Somecollege,10,Nevermarried,Techsupport,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
24,Private,279472,Somecollege,10,Marriedcivspouse,Machineopinspct,Wife,White,Female,7298,0,48,UnitedStates,>50K
22,Private,34918,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,15,Germany,<=50K
42,Localgov,97688,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,5178,0,40,UnitedStates,>50K
34,Private,175413,Assocacdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,45,UnitedStates,<=50K
60,Private,173960,Bachelors,13,Divorced,Profspecialty,Notinfamily,White,Female,0,0,42,UnitedStates,<=50K
21,Private,205759,HSgrad,9,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
57,Federalgov,425161,Masters,14,Marriedcivspouse,Sales,Husband,White,Male,15024,0,40,UnitedStates,>50K
41,Private,220531,Profschool,15,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,60,UnitedStates,>50K
50,Private,176609,Somecollege,10,Divorced,Otherservice,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
25,Private,371987,Bachelors,13,Nevermarried,Execmanagerial,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
50,Private,193884,7th8th,4,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,Ecuador,<=50K
36,Private,200352,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,45,UnitedStates,<=50K
31,Private,127595,HSgrad,9,Divorced,Profspecialty,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
29,Localgov,220419,Bachelors,13,Nevermarried,Protectiveserv,Notinfamily,White,Male,0,0,56,UnitedStates,<=50K
21,Private,231931,Somecollege,10,Nevermarried,Sales,Ownchild,White,Male,0,0,45,UnitedStates,<=50K
27,Private,248402,Bachelors,13,Nevermarried,Techsupport,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
65,Private,111095,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,16,UnitedStates,<=50K
37,Selfempinc,57424,Bachelors,13,Divorced,Sales,Notinfamily,White,Female,0,0,60,UnitedStates,<=50K
39,,157443,Masters,14,Marriedcivspouse,,Wife,AsianPacIslander,Female,3464,0,40,,<=50K
24,Private,278130,HSgrad,9,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
38,Private,169469,HSgrad,9,Divorced,Sales,Notinfamily,White,Male,0,0,80,UnitedStates,<=50K
48,Private,146268,Bachelors,13,Marriedcivspouse,Admclerical,Husband,White,Male,7688,0,40,UnitedStates,>50K
21,Private,153718,Somecollege,10,Nevermarried,Otherservice,Notinfamily,AsianPacIslander,Female,0,0,25,UnitedStates,<=50K
31,Private,217460,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,45,UnitedStates,>50K
55,Private,238638,HSgrad,9,Marriedcivspouse,Sales,Husband,White,Male,4386,0,40,UnitedStates,>50K
24,Private,303296,Somecollege,10,Marriedcivspouse,Admclerical,Wife,AsianPacIslander,Female,0,0,40,Laos,<=50K
43,Private,173321,HSgrad,9,Divorced,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
26,Private,193945,Assocacdm,12,Nevermarried,Techsupport,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
46,Private,83082,Assocacdm,12,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,33,UnitedStates,<=50K
35,Private,193815,Assocacdm,12,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,40,UnitedStates,>50K
41,Selfempinc,34987,Somecollege,10,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,54,UnitedStates,>50K
26,Private,59306,Bachelors,13,Nevermarried,Sales,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
34,Private,142897,Masters,14,Marriedcivspouse,Execmanagerial,Husband,AsianPacIslander,Male,7298,0,35,Taiwan,>50K
19,,860348,Somecollege,10,Nevermarried,,Ownchild,Black,Female,0,0,25,UnitedStates,<=50K
36,Selfempnotinc,205607,Bachelors,13,Divorced,Profspecialty,Notinfamily,Black,Female,0,0,40,UnitedStates,>50K
22,Private,199698,Somecollege,10,Nevermarried,Sales,Ownchild,White,Male,0,0,15,UnitedStates,<=50K
24,Private,191954,Somecollege,10,Nevermarried,Machineopinspct,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
77,Selfempnotinc,138714,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,40,UnitedStates,<=50K
22,Private,399087,5th6th,3,Marriedcivspouse,Machineopinspct,Otherrelative,White,Female,0,0,40,Mexico,<=50K
29,Private,423158,Somecollege,10,Nevermarried,Techsupport,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
62,Private,159841,HSgrad,9,Widowed,Otherservice,Notinfamily,White,Female,0,0,24,UnitedStates,<=50K
39,Selfempnotinc,174308,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,<=50K
43,Private,50356,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,1485,50,UnitedStates,<=50K
35,Private,186110,HSgrad,9,Divorced,Transportmoving,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
29,Private,200381,11th,7,Nevermarried,Execmanagerial,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
76,Selfempnotinc,174309,Masters,14,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,10,UnitedStates,<=50K
63,Selfempnotinc,78383,HSgrad,9,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,45,UnitedStates,<=50K
23,,211601,Assocvoc,11,Nevermarried,,Ownchild,Black,Female,0,0,15,UnitedStates,<=50K
43,Private,187728,Somecollege,10,Marriedcivspouse,Profspecialty,Wife,White,Female,0,1887,50,UnitedStates,>50K
58,Selfempnotinc,321171,HSgrad,9,Marriedcivspouse,Handlerscleaners,Husband,White,Male,0,0,40,UnitedStates,<=50K
66,Private,127921,HSgrad,9,Nevermarried,Transportmoving,Notinfamily,White,Male,2050,0,55,UnitedStates,<=50K
41,Private,206565,Somecollege,10,Nevermarried,Craftrepair,Notinfamily,Black,Male,0,0,45,UnitedStates,<=50K
26,Private,224563,Bachelors,13,Nevermarried,Admclerical,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
47,Private,178686,Assocvoc,11,Nevermarried,Otherservice,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
55,Localgov,98545,10th,6,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,40,UnitedStates,<=50K
53,Private,242606,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,40,UnitedStates,<=50K
17,Private,270942,5th6th,3,Nevermarried,Otherservice,Otherrelative,White,Male,0,0,48,Mexico,<=50K
30,Private,94235,HSgrad,9,Nevermarried,Craftrepair,Otherrelative,White,Male,0,0,40,UnitedStates,<=50K
49,Private,71195,Masters,14,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,60,UnitedStates,<=50K
19,Private,104112,HSgrad,9,Nevermarried,Sales,Unmarried,Black,Male,0,0,30,Haiti,<=50K
45,Private,261192,HSgrad,9,Marriedcivspouse,Otherservice,Husband,Black,Male,0,0,40,UnitedStates,<=50K
26,Private,94936,Assocacdm,12,Nevermarried,Sales,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
38,Private,296478,Assocvoc,11,Marriedcivspouse,Craftrepair,Husband,White,Male,7298,0,40,UnitedStates,>50K
36,Stategov,119272,HSgrad,9,Marriedcivspouse,Protectiveserv,Husband,White,Male,7298,0,40,UnitedStates,>50K
33,Private,85043,HSgrad,9,Nevermarried,Farmingfishing,Notinfamily,White,Male,0,0,20,UnitedStates,<=50K
22,Stategov,293364,Somecollege,10,Nevermarried,Protectiveserv,Ownchild,Black,Female,0,0,40,UnitedStates,<=50K
43,Selfempnotinc,241895,Bachelors,13,Nevermarried,Sales,Notinfamily,White,Male,0,0,42,UnitedStates,<=50K
67,,36135,11th,7,Marriedcivspouse,,Husband,White,Male,0,0,8,UnitedStates,<=50K
30,,151989,Assocvoc,11,Divorced,,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
56,Private,101128,Assocacdm,12,Marriedspouseabsent,Otherservice,Notinfamily,White,Male,0,0,25,Iran,<=50K
31,Private,156464,Bachelors,13,Nevermarried,Profspecialty,Ownchild,White,Male,0,0,25,UnitedStates,<=50K
33,Private,117963,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
26,Private,192262,HSgrad,9,Marriedcivspouse,Otherservice,Husband,White,Male,0,0,40,UnitedStates,<=50K
33,Private,111363,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
46,Localgov,329752,11th,7,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,30,UnitedStates,<=50K
59,,372020,Bachelors,13,Marriedcivspouse,,Husband,White,Male,0,0,40,UnitedStates,>50K
38,Federalgov,95432,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,40,UnitedStates,>50K
65,Private,161400,11th,7,Widowed,Otherservice,Unmarried,Other,Male,0,0,40,UnitedStates,<=50K
40,Private,96129,Assocvoc,11,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,40,UnitedStates,>50K
42,Private,111949,HSgrad,9,Marriedcivspouse,Admclerical,Wife,White,Female,0,0,35,UnitedStates,<=50K
26,Selfempnotinc,117125,9th,5,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,Portugal,<=50K
36,Private,348022,10th,6,Marriedcivspouse,Otherservice,Wife,White,Female,0,0,24,UnitedStates,<=50K
62,Private,270092,Masters,14,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,>50K
43,Private,180609,Bachelors,13,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,45,UnitedStates,<=50K
43,Private,174575,Bachelors,13,Divorced,Execmanagerial,Notinfamily,White,Male,0,1564,45,UnitedStates,>50K
22,Private,410439,HSgrad,9,Marriedspouseabsent,Sales,Notinfamily,White,Male,0,0,55,UnitedStates,<=50K
28,Private,92262,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
56,Selfempnotinc,183081,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,45,UnitedStates,<=50K
22,Private,362589,Assocacdm,12,Nevermarried,Sales,Notinfamily,White,Female,0,0,15,UnitedStates,<=50K
57,Private,212448,Bachelors,13,Divorced,Execmanagerial,Notinfamily,White,Female,0,0,45,UnitedStates,>50K
39,Private,481060,HSgrad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
26,Federalgov,185885,Somecollege,10,Nevermarried,Admclerical,Unmarried,White,Female,0,0,15,UnitedStates,<=50K
17,Private,89821,11th,7,Nevermarried,Otherservice,Ownchild,White,Male,0,0,10,UnitedStates,<=50K
40,Stategov,184018,Assocvoc,11,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,38,UnitedStates,>50K
45,Private,256649,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,Black,Male,0,0,40,UnitedStates,<=50K
44,Private,160323,HSgrad,9,Nevermarried,Craftrepair,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
20,Localgov,350845,Somecollege,10,Nevermarried,Admclerical,Ownchild,White,Female,0,0,10,UnitedStates,<=50K
33,Private,267404,HSgrad,9,Marriedcivspouse,Craftrepair,Wife,White,Female,0,0,40,UnitedStates,<=50K
23,Private,35633,Somecollege,10,Nevermarried,Sales,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
46,Selfempnotinc,80914,Masters,14,Divorced,Execmanagerial,Notinfamily,White,Male,0,0,30,UnitedStates,<=50K
38,Private,172927,HSgrad,9,Marriedcivspouse,Sales,Husband,White,Male,0,0,50,UnitedStates,<=50K
54,Private,174319,HSgrad,9,Divorced,Transportmoving,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
46,Private,214955,5th6th,3,Divorced,Craftrepair,Notinfamily,White,Female,0,2339,45,UnitedStates,<=50K
25,Private,344991,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
46,Private,108699,Somecollege,10,Divorced,Sales,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
36,Localgov,117312,Somecollege,10,Marriedcivspouse,Transportmoving,Wife,White,Female,0,0,40,UnitedStates,<=50K
23,Private,396099,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,25,UnitedStates,<=50K
29,Private,134152,HSgrad,9,Separated,Machineopinspct,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
44,Private,162028,Somecollege,10,Marriedcivspouse,Admclerical,Wife,White,Female,0,2415,6,UnitedStates,>50K
19,Private,25429,Somecollege,10,Nevermarried,Admclerical,Ownchild,White,Female,0,0,16,UnitedStates,<=50K
19,Private,232392,HSgrad,9,Nevermarried,Otherservice,Otherrelative,White,Female,0,0,40,UnitedStates,<=50K
35,Private,220098,HSgrad,9,Marriedcivspouse,Otherservice,Wife,White,Female,0,0,40,UnitedStates,>50K
27,Private,301302,Bachelors,13,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,50,UnitedStates,<=50K
46,Selfempnotinc,277946,Assocacdm,12,Separated,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
34,Stategov,98101,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,7688,0,45,,>50K
34,Private,196164,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,35,UnitedStates,<=50K
44,Private,115562,Somecollege,10,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,40,UnitedStates,<=50K
45,Private,96975,Somecollege,10,Divorced,Handlerscleaners,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
20,,137300,HSgrad,9,Nevermarried,,Otherrelative,White,Female,0,0,35,UnitedStates,<=50K
25,Private,86872,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,55,UnitedStates,>50K
52,Selfempinc,132178,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,>50K
20,Private,416103,Somecollege,10,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
28,Private,108574,Somecollege,10,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
50,Stategov,288353,Bachelors,13,Marriedcivspouse,Protectiveserv,Husband,White,Male,0,0,40,UnitedStates,>50K
34,Private,227689,Assocvoc,11,Divorced,Techsupport,Notinfamily,White,Female,0,0,64,UnitedStates,<=50K
28,Private,166481,7th8th,4,Marriedcivspouse,Handlerscleaners,Husband,Other,Male,0,2179,40,PuertoRico,<=50K
41,Private,445382,Masters,14,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,1977,65,UnitedStates,>50K
28,Private,110145,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,40,UnitedStates,<=50K
46,Selfempnotinc,317253,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,25,UnitedStates,<=50K
28,,123147,Somecollege,10,Marriedcivspouse,,Wife,White,Female,0,1887,40,UnitedStates,>50K
32,Private,364657,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,<=50K
41,Localgov,42346,Somecollege,10,Divorced,Otherservice,Notinfamily,Black,Female,0,0,24,UnitedStates,<=50K
24,Private,241951,HSgrad,9,Nevermarried,Handlerscleaners,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
33,Private,118500,Somecollege,10,Divorced,Execmanagerial,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
46,Private,188386,Doctorate,16,Marriedcivspouse,Execmanagerial,Husband,White,Male,15024,0,60,UnitedStates,>50K
31,Stategov,1033222,Somecollege,10,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
35,Private,92440,12th,8,Divorced,Craftrepair,Notinfamily,White,Male,0,0,50,UnitedStates,>50K
52,Private,190762,1st4th,2,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,Mexico,<=50K
30,Private,426017,11th,7,Nevermarried,Otherservice,Ownchild,White,Female,0,0,19,UnitedStates,<=50K
34,Localgov,243867,11th,7,Separated,Machineopinspct,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
34,Stategov,240283,HSgrad,9,Divorced,Transportmoving,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
20,Private,61777,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,30,UnitedStates,<=50K
17,Private,175024,11th,7,Nevermarried,Handlerscleaners,Ownchild,White,Male,2176,0,18,UnitedStates,<=50K
32,Stategov,92003,Bachelors,13,Marriedcivspouse,Execmanagerial,Wife,White,Female,0,0,40,UnitedStates,>50K
29,Private,188401,HSgrad,9,Divorced,Farmingfishing,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
33,Private,228528,10th,6,Nevermarried,Craftrepair,Unmarried,White,Female,0,0,35,UnitedStates,<=50K
25,Private,133373,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,60,UnitedStates,<=50K
36,Federalgov,255191,Masters,14,Nevermarried,Profspecialty,Notinfamily,White,Male,0,1408,40,UnitedStates,<=50K
23,Private,204653,HSgrad,9,Nevermarried,Handlerscleaners,Notinfamily,White,Male,0,0,72,DominicanRepublic,<=50K
63,Selfempinc,222289,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
47,Localgov,287480,Masters,14,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,<=50K
80,,107762,HSgrad,9,Widowed,,Notinfamily,White,Male,0,0,24,UnitedStates,<=50K
17,,202521,11th,7,Nevermarried,,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
40,Selfempnotinc,204116,Bachelors,13,Marriedspouseabsent,Profspecialty,Notinfamily,White,Female,2174,0,40,UnitedStates,<=50K
30,Private,29662,Assocacdm,12,Marriedcivspouse,Otherservice,Wife,White,Female,0,0,25,UnitedStates,>50K
27,Private,116358,Somecollege,10,Nevermarried,Craftrepair,Ownchild,AsianPacIslander,Male,0,1980,40,Philippines,<=50K
33,Private,208405,Masters,14,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,50,UnitedStates,>50K
